date, pm25, pm10, o3, no2, so2, co
2016/10/20, 112, 64, 51, 45, 13, 7
2016/10/21, 135, 49, 46, 32, 8, 5
2016/10/22, 80, 41, 37, 40, 14, 5
2016/10/23, 70, 36, 37, 26, 9, 4
2016/10/24, 67, 35, 36, 31, 9, 5
2016/10/25, 62, 42, 27, 39, 11, 6
2016/10/26, 80, 49, 30, 41, 7, 7
2016/10/27, 90, 50, 36, 35, 8, 6
2016/10/28, 91, 33, 37, 36, 8, 5
2016/10/29, 65, 53, 30, 37, 7, 7
2016/10/30, 99, 48, 31, 38, 8, 7
2016/10/31, 99, 50, 24, 45, 10, 6
2016/11/1, 95, 48, 28, 35, 10, 5
2016/11/2, 89, 45, 33, 45, 10, 5
2016/11/3, 82, 60, 37, 53, 12, 8
2016/11/4, 128, 69, 43, 55, 15, 8
2016/11/5, 149, 62, 55, 49, 15, 7
2016/11/6, 135, 52, 37, 41, 8, 6
2016/11/7, 110, 52, 35, 47, 9, 7
2016/11/8, 102, 55, 36, 44, 11, 7
2016/11/9, 120, 54, 34, 40, 11, 6
2016/11/10, 115, 39, 29, 46, 11, 6
2016/11/11, 79, 56, 34, 46, 8, 7
2016/11/12, 110, 68, 41, 58, 14, 8
2016/11/13, 131, 65, 28, 56, 17, 10
2016/11/14, 144, 56, 20, 49, 8, 8
2016/11/15, 123, 59, 38, 47, 11, 7
2016/11/16, 111, 62, 32, 59, 12, 7
2016/11/17, 110, 73, 41, 56, 15, 8
2016/11/18, 145, 68, 42, 54, 13, 8
2016/11/19, 147, 51, 28, 41, 13, 8
2016/11/20, 124, 51, 37, 42, 10, 8
2016/11/21, 112, 52, 35, 46, 14, 6
2016/11/22, 94, 52, 27, 37, 10, 6
2016/11/23, 107, 43, 26, 34, 8, 5
2016/11/24, 79, 41, 34, 35, 9, 5
2016/11/25, 68, 43, 34, 41, 9, 6
2016/11/26, 85, 58, 23, 56, 9, 8
2016/11/27, 132, 53, 35, 37, 9, 7
2016/11/28, 128, 77, 32, 49, 12, 7
2016/11/29, 151, 51, 29, 49, 11, 7
2016/11/30, 104, 52, 23, 54, 12, 7
2016/12/1, 119, 58, 38, 38, 13, 6
2016/12/2, 121, 46, 32, 51, 12, 6
